Methocarbamol|For use as an adjunct to rest, physical therapy, and other measures for the relief of discomforts associated with acute, painful musculoskeletal conditions.|Muscle Relaxants, Central
Hyoscyamine|For treatment of bladder spasms, peptic ulcer disease, diverticulitis, colic, irritable bowel syndrome, cystitis, and pancreatitis. Also used to treat certain heart conditions, to control the symptoms of Parkinson's disease and rhinitis.|Anti-Arrhythmia Agents
Zolpidem|For the short-term treatment of insomnia.|Hypnotics and Sedatives
Famciclovir|For the treatment of acute herpes zoster (shingles). Also for the treatment or suppression of recurrent genital herpes in immunocompetent patients and treatment of recurrent mucocutaneous herpes simplex infections in HIV infected patients.|Antiviral Agents
Triprolidine|For the symptomatic relief of seasonal or perennial allergic rhinitis or nonallergic rhinitis; allergic conjunctivitis; and mild, uncomplicated allergic skin manifestations of urticaria and angioedema. Also used in combination with other agents for the symptomatic relief of symptoms associated with the common cold.|component
Streptozocin|For the treatment of malignant neoplasms of pancreas (metastatic islet cell carcinoma).|Antibiotics, Antineoplastic
Carboprost Tromethamine|For aborting pregnancy between the 13th and 20th weeks of gestation as calculated from the first day of the last normal menstrual period and in the following conditions related to second trimester abortion: 1. Failure of expulsion of the fetus during the course of treatment by another method; 2. Premature rupture of membranes in intrauterine methods with loss of drug and insufficient or absent uterine activity; 3. Requirement of a repeat intrauterine instillation of drug for expulsion of the fetus; 4. Inadvertent or spontaneous rupture of membranes in the presence of a previable fetus and absence of adequate activity for expulsion. Also for the treatment of postpartum hemorrhage due to uterine atony which has not responded to conventional methods of management.|component
Cefpiramide|For treatment of severe infections caused by susceptible bacteria such as P. aeruginosa.|Anti-Bacterial Agents
Lindane|For the treatment of patients infested with Sarcoptes scabiei or pediculosis capitis who have either failed to respond to adequate doses, or are intolerant of other approved therapies.|Insecticides
Trifluridine|Ophthalmic solution for the treatment of primay keratoconjunctivitis and recurrent epithelial keratitis due to herpes simplex virus, types 1 and 2.|Antiviral Agents
Prochlorperazine|For the symptomatic management of psychotic disorders, short term management of nonpsychotic anxiety in patients with generalized anxiety disorder, and for the control of severe nausea and vomiting of various causes.|Antipsychotic Agents
Cyproheptadine|For treatment of perennial and seasonal allergic rhinitis, vasomotor rhinitis, allergic conjunctivitis due to inhalant allergens and foods, mild uncomplicated allergic skin manifestations of urticaria and angioedema, amelioration of allergic reactions to blood or plasma, cold urticaria, dermatographism, and as therapy for anaphylactic reactions adjunctive to epinephrine.|Anti-Allergic Agents
Nitric Oxide|For the treatment of term and near-term (&gt;34 weeks) neonates with hypoxic respiratory failure|Bronchodilator Agents
Bendroflumethiazide|For the treatment of high blood pressure and management of edema related to heart failure.|Antihypertensive Agents
Allopurinol|For the treatment of hyperuricemia associated with primary or secondary gout. Also indicated for the treatment of primary or secondary uric acid nephropathy, with or without the symptoms of gout, as well as chemotherapy-induced hyperuricemia and recurrent renal calculi.|Gout Suppressants
Ceftazidime|For the treatment of patients with infections caused by susceptible strains of organisms in the following diseases: lower respiratory tract infections,skin and skin structure infections, urinary tract infections, bacterial septicemia, bone and joint infections, gynecologic infections, intra abdominal infections (including peritonitis), and central nervous system infections (including meningitis).|Anti-Bacterial Agents
Trimethoprim|For the treatment of urinary tract infections, uncomplicated pyelonephritis (with sulfamethoxazole) and mild acute prostatitis. May be used as pericoital (with sulfamethoxazole) or continuous prophylaxis in females with recurrent cystitis. May be used as an alternative to treat asymptomatic bacteriuria during pregnancy (only before the last 6 weeks of pregnancy). Other uses include: alternative agent in respiratory tract infections (otitis, sinusitus, bronchitis and pneumonia), treatment of Pneumocystis jirovecii pneumonia (acute or prophylaxis), Nocardia infections, and traveller's diarrhea.|Anti-Infective Agents
Gemcitabine|Gemcitabine is indicated for the treatment of advanced ovarian cancer that has relapsed at least 6 months after completion of platinum-based therapy; metastatic ovarian cancer; inoperable, locally advanced (Stage IIIA or IIIB), or metastatic (Stage IV) non-small cell lung cancer; and locally advanced (nonresectable Stage II or Stage III) or metastatic (Stage IV) adenocarcinoma of the pancreas. |Antiviral Agents
Entecavir|For the treatment of chronic hepatitis B virus infection in adults with evidence of active viral replication and either evidence of persistent elevations in serum aminotransferases (ALT or AST) or histologically active disease.|
Betamethasone|<b>Topical use (cream, lotion and ointment):</b> for relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses<br/><b>Topical use (foam):</b> relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses of the scalp<br/><b>Systemic use:</b> for the treatment of edocrine disorders, rheumatic disorders, collagen diseases, dermatological diseases, allergic states, ophthalmic diseases, respiratory diseases, hematologic disorders, neoplastic diseases, edematous states, gastrointestinal diseases, tuberculous meningitis and trichinosis.|Anti-Asthmatic Agents
Teniposide|Teniposide is used for the treatment of refractory acute lymphoblastic leukaemia|Antineoplastic Agents
Epirubicin|For use as a component of adjuvant therapy in patients with evidence of axillary node tumor involvement following resection of primary breast cancer.|Antibiotics, Antineoplastic
Chloramphenicol|Used in treatment of cholera, as it destroys the vibrios and decreases the diarrhea. It is effective against tetracycline-resistant vibrios. It is also used in eye drops or ointment to treat bacterial conjunctivitis.|Anti-Bacterial Agents
Lansoprazole|For the treatment of acid-reflux disorders (GERD), peptic ulcer disease, H. pylori eradication, and prevention of gastroinetestinal bleeds with NSAID use.|Enzyme Inhibitors
Dipivefrin|Dipivefrin is a prodrug which is used as initial therapy for the control of intraocular pressure in chronic open-angle glaucoma.|Adrenergic Agonists
Droperidol|Droperidol is ssed to produce tranquilization and to reduce the incidence of nausea and vomiting in surgical and diagnostic procedures.|Antipsychotic Agents
Levothyroxine|For use alone or in combination with antithyroid agents to treat hypothyroidism, goiter, chronic lymphocytic thyroiditis, myxedema coma, and stupor.|component
Framycetin|For the treatment of bacterial blepharitis, bacterial bonjunctivitis, corneal injuries, corneal ulcers and meibomianitis. For the prophylaxis of ocular infections following foreign body removal|Anti-Bacterial Agents
Clomocycline|For the treatment and management of Brucellosis, mycoplasma infection, acne vulgaris, chlamydial infection;Chronic bronchitis|Tetracyclines
Pethidine|Used to control moderate to severe pain.|Adjuvants
Loratadine|A self-medication that is used alone or in combination with pseudoephedrine sulfate for the symptomatic relief of seasonal allergic rhinitis. Also used for the symptomatic relief of pruritus, erythema, and urticaria associated with chronic idiopathic urticaria in patients (not for children under 6 unless directed by a clincian).|Anti-Allergic Agents
Cefalotin|Used to prevent infection during surgery and to treat many kinds of infections of the blood, bone or joints, respiratory tract, skin, and urinary tract.|Anti-Bacterial Agents
Prazosin|For treatment of hypertension, symptomatic benign prostatic hyperplasia, and severe congestive heart failure. May also be used alone or in combination with &beta;-blockers in the preoperative management of signs and symptoms of pheochromocytoma. |Antihypertensive Agents
Imipramine|For the relief of symptoms of depression and as temporary adjunctive therapy in reducing enuresis in children aged 6 years and older. May also be used to manage panic disorders, with or without agoraphobia, as a second line agent in ADHD, management of eating disorders, for short-term management of acute depressive episodes in bipolar disorder and schizophrenia, and for symptomatic treatment of postherpetic neuralgia. |Adrenergic Uptake Inhibitors
Acitretin|For the treatment of severe psoriasis in adults.|Keratolytic Agents
Verteporfin|For the treatment of patients with predominantly classic subfoveal choroidal neovascularization due to age-related macular degeneration, pathologic myopia or presumed ocular histoplasmosis syndrome. Verteporfin can also be used to destroy tumors.|Antineovascularisation Agents
Nabumetone|For acute and chronic treatment of signs and symptoms of osteoarthritis and rheumatoid arthritis.|Cyclooxygenase 2 Inhibitors
Methylscopolamine bromide|Used as adjunctive therapy for the treatment of peptic ulcer. Also used to treat nausea and vomiting due to motion sickness.|Parasympatholytics
Sodium Tetradecyl Sulfate|For the treatment of small uncomplicated varicose veins of the lower extremities that show simple dilation with competent valves.|Sclerosing Solutions
Ketorolac|For the short-term (~5 days) management of moderately severe acute pain that requires analgesia at the opioid level, usually in a postoperative setting.|Anti-Inflammatory Agents, Non-Steroidal
Enoxacin|For the treatment of adults (&ge;18 years of age) with the following infections caused by susceptible strains of the designated microorganisms: (1) uncomplicated urethral or cervical gonorrhea due to <i>Neisseria gonorrhoeae</i>, (2) uncomplicated urinary tract infections (cystitis) due to <i>Escherichia coli</i>, <i>Staphylococcus epidermidis</i>, or <i>Staphylococcus saprophyticus</i>, and (3) complicated urinary tract infections due to <i>Escherichia coli</i>, <i>Klebsiella pneumoniae</i>, <i>Proteus mirabilis</i>, <i>Pseudomonas aeruginosa</i>, <i>Staphylococcus epidermidis</i>, or <i>Enterobacter cloacae</i>.|component
Quinine|For the treatment of malaria and leg cramps|Antimalarials
Tenoxicam|For the treatment of rheumatoid arthritis, osteoarthritis, backache, and pain.|Anti-Inflammatory Agents, Non-Steroidal
Dronabinol|For the treatment of anorexia associated with weight loss in patients with AIDS, and nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments|Analgesics, Non-Narcotic
Montelukast|For the treatment of asthma|Anti-Arrhythmia Agents
Fluoxetine|Labeled indication include: major depressive disorder (MDD), moderate to severe bulimia nervosa, obsessive-compulsive disorder (OCD), premenstrual dysphoric disorder (PMDD), panic disorder with or without agoraphobia, and combination treatment with olanzapine for treatment-resistant or bipolar I depression. Unlabeled indications include: selective mutism, mild dementia-associated agitation in nonpsychotic patients, post-traumatic stress disorder (PTSD), social anxiety disorder, chronic neuropathic pain, fibromyalgia, and Raynaud's phenomenon. |Antidepressive Agents, Second-Generation
Hexylcaine|Used as a local anesthetic for surface application, infiltration or nerve block|Anesthetics, Local
Methohexital|Methohexital is indicated for use as an intravenous anaesthetic. It has also been commonly used to induce deep sedation.|Anesthetics, Intravenous
Chlordiazepoxide|For the management of anxiety disorders or for the short-term relief of symptoms of anxiety, withdrawal symptoms of acute alcoholism, and preoperative apprehension and anxiety.|Anti-Anxiety Agents
Duloxetine|For the acute and maintenance treatment of major depressive disorder (MDD), as well as acute management of generalized anxiety disorder. Also used for the management of neuropathic pain associated with diabetic peripheral neuropathy, and fibromyalgia. Has been used in the management of moderate to severe stress urinary incontinence (SUI) in women.|component
Chlorpromazine|For the treatment of schizophrenia, control nausea and vomiting, For relief of restlessness and apprehension before surgery, adjunct in the treatment of tetanus, control the manifestations of the manic type of manic-depressive illness.|Antipsychotic Agents
Rimantadine|For the prophylaxis and treatment of illness caused by various strains of influenza A virus in adults.|
Amikacin|For short-term treatment of serious infections due to susceptible strains of Gram-negative bacteria, including Pseudomonas species, Escherichia coli, species of indole-positive and indole-negative Proteus, Providencia species, Klebsiella-Enterobacter-Serratia species, and Acinetobacter (Mima-Herellea) species. Amikacin may also be used to treat Mycobacterium avium and Mycobacterium tuberculosis infections.|Anti-Bacterial Agents
Lenalidomide|Lenalidomide is indicated for the treatment of multiple myeloma in combination with dexamethasone. It is also indicated for the treatment of patients with transfusion-dependent anemia due to low- or intermediate- risk myelodysplastic syndromes (MDS) associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities.|Antineoplastic Agents
Raloxifene|For the prevention and treatment of osteoporosis in post-menopausal women, as well as prevention and treatment of corticosteroid-induced bone loss. Also for the reduction in the incidence of invasive breast cancer in postmenopausal women with osteoporosis or have a high risk for developing breast cancer.|Bone Density Conservation Agents
Celecoxib|For relief and management of osteoarthritis (OA), rheumatoid arthritis (RA), juvenile rheumatoid arthritis (JRA), ankylosing spondylitis, acute pain, primary dysmenorrhea and oral adjunct to usual care for patients with familial adenomatous polyposis|function
Gallamine Triethiodide|For use as adjuncts to anesthesia to induce skeletal muscle relaxation and to facilitate the management of patients undergoing mechanical ventilation|Neuromuscular Nondepolarizing Agents
Brimonidine|The ophthalmic solution is indicated for patients with open-angle glaucoma or ocular hypertension to lower intraocular pressure. The topical gel is indicated for the treatment of persistent (nontransient) facial erythema of rosacea in adults 18 years or older. |Antihypertensive Agents
Dicloxacillin|Used to treat infections caused by penicillinase-producing staphylococci which have demonstrated susceptibility to the drug.|Anti-Bacterial Agents
Nabilone|Used for the control of nausea and vomiting, caused by chemotherapeutic agents used in the treatment of cancer, in patients who have failed to respond adequately to conventional antiemetic treatments.|component
Pefloxacin|For the treatment of uncomplicated gonococcal urethritis in males and for gram-negative-bacterial infections in the gastrointestinal system and the genitourinary tract.|Nucleic Acid Synthesis Inhibitors
Altretamine|For use as a single agent in the palliative treatment of patients with persistent or recurrent ovarian cancer following first-line therapy with a cisplatin and/or alkylating agent-based combination.|Antineoplastic Agents, Alkylating
Sotalol|For the maintenance of normal sinus rhythm [delay in time to recurrence of atrial fibrillation/atrial flutter (AFIB/AFL)] in patients with symptomatic AFIB/AFL who are currently in sinus rhythm. Also for the treatment of documented life-threatening ventricular arrhythmias.|component
Buspirone|For the management of anxiety disorders or the short-term relief of the symptoms of anxiety, and also as an augmention of SSRI-treatment against depression.|Anti-Anxiety Agents
Miglitol|For use as an adjunct to diet to improve glycemic control in patients with non-insulin-dependent diabetes mellitus (NIDDM) whose hyperglycemia cannot be managed with diet alone.|function
Fosinopril|For treating mild to moderate hypertension, use as an adjunct in treating congestive heart failure, and may be used to slow the rate of progression of renal disease in hypertensive individuals with diabetes mellitus and microalbuminuria or overt nephropathy. |component
Cefotaxime|Used to treat gonorrhoea, meningitis, and severe infections including infections of the kidney (pyelonephritis) and urinary system. Also used before an operation to prevent infection after surgery.|Anti-Bacterial Agents
Entacapone|Used as an adjunct to levodopa / carbidopa in the symptomatic treatment of patients with idiopathic Parkinson's Disease who experience the signs and symptoms of end-of-dose "wearing-off".|Enzyme Inhibitors
Zidovudine|Used in combination with other antiretroviral agents for the treatment of human immunovirus (HIV) infections.|Anti-HIV Agents
Darifenacin|For the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency and frequency.|Antispasmodic Agents
Oxycodone|For the treatment of diarrhoea, pulmonary oedema and for the relief of moderate to moderately severe pain.|Analgesics, Opioid
Phenindione|For the treatment of pulmonary embolism, cardiomyopathy, atrial fibrillation and flutter, cerebral embolism, mural thrombosis, and thrombophili. Also used for anticoagulant prophylaxis.|Anticoagulants
Flutamide|For the management of locally confined Stage B2-C and Stage D2 metastatic carcinoma of the prostate|Antineoplastic Agents, Hormonal
Tolmetin|For the relief of signs and symptoms of rheumatoid arthritis and osteoarthritis, including the treatment of acute flares long-term management. Also for treatment of juvenile rheumatoid arthritis.|Anti-Inflammatory Agents, Non-Steroidal
Cimetidine|For the treatment and the management of acid-reflux disorders (GERD), peptic ulcer disease, heartburn, and acid indigestion.|Adjuvants
Haloperidol|For the management of psychotic disorders (eg. schizophrenia) and delirium, as well as to control tics and vocal utterances of Tourette's syndrome (Gilles de la Tourette's syndrome). Also used for the treatment of severe behavioural problems in children with disrubtive behaviour disorder or ADHD (attention-deficit hyperactivity disorder). Haloperidol has been used in the prevention and control of severe nausea and vomiting.|Antipsychotic Agents
Ritonavir|Indicated in combination with other antiretroviral agents for the treatment of HIV-infection.|function
Levallorphan|For the complete or partial reversal of narcotic depression, including respiratory depression, induced by opioids.|Narcotic Antagonists
Nitazoxanide|For the treatment of diarrhea in adults and children caused by the protozoa <i>Giardia lamblia</i> and for the treatment of diarrhea in children caused by the protozoa <i>Cryptosporidium parvum</i>.|Antiparasitic Agents
Triflupromazine|Used mainly in the management of psychoses. Also used to control nausea and vomiting.|Antipsychotic Agents
Dextrothyroxine|Used to lower high cholesterol levels in the blood.|Hypolipidemic Agents
Acetyldigitoxin|Used for fast digitalization in congestive heart failure.|Enzyme Inhibitors
Vancomycin|For the treatment of serious or severe infections caused by susceptible strains of methicillin-resistant (beta-lactam-resistant) staphylococci.|Anti-Bacterial Agents
Aminocaproic Acid|For use in the treatment of excessive postoperative bleeding.|function
Dextromethorphan|For treatment and relief of dry cough.|Antitussive Agents
Cisplatin|For the treatment of metastatic testicular tumors, metastatic ovarian tumors and advanced bladder cancer.|Antineoplastic Agents
Bentoquatam|Used to prevent or reduce the severity of allergic contact dermatitis due to urushiol, the allergenic resin of poison ivy, poison oak, and poison sumac.|Skin and Mucous Membrane Agents
Anisotropine Methylbromide|For use in conjunction with antacids or histamine H<sub>2</sub>-receptor antagonists in the treatment of peptic ulcer, to reduce further gastric acid secretion and delay gastric emptying.|Muscarinic Antagonists
Albendazole|For the treatment of parenchymal neurocysticercosis due to active lesions caused by larval forms of the pork tapeworm, <i>Taenia solium</i> and for the treatment of cystic hydatid disease of the liver, lung, and peritoneum, caused by the larval form of the dog tapeworm, <i>Echinococcus granulosus</i>.|component
Trandolapril|For the treatment of mild to moderate hypertension, as an adjunct in the treatment of congestive heart failure (CHF), to improve survival following myocardial infarction (MI) in individuals who are hemodynamically stable and demonstrate symptoms of left ventricular systolic dysfunction or signs of CHF within a few days following acute MI, and to slow progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy. |Angiotensin-Converting Enzyme Inhibitors
Caspofungin|For the treatment of esophageal candidiasis and invasive aspergillosis in patients who are refractory to or intolerant of other therapies.|Antifungal Agents
Carteolol|For the treatment of intraocular hypertension and chronic open-angle glaucoma|Antihypertensive Agents
Alitretinoin|For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.|Antineoplastic Agents
Metolazone|For the treatment of hypertension, alone or in combination with other antihypertensive drugs of a different class.|Antihypertensive Agents
Tolnaftate|Tolnaftate topical is used to treat skin infections such as athlete's foot, jock itch, and ringworm infections. Tolnaftate is also used, along with other antifungals, to treat infections of the nails, scalp, palms, and soles of the feet. The powder and powder aerosol may be used to prevent athlete's foot.|Antifungal Agents
Oxaliplatin|Used in combination with infusional 5-FU/LV, is indicated for the treatment of advanced carcinoma of the colon or rectum and for adjuvant treatment of stage III colon cancer patients who have undergone complete resection of the primary tumor. |Antineoplastic Agents
Cinchocaine|For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.|Anesthetics, Local
Lercanidipine|For the treatment of Hypertension, management of angina pectoris and Raynaud's syndrome|Antihypertensive Agents
Foscarnet|For the treatment of CMV retinitis in patients with acquired immunodeficiency syndrome (AIDS) and for treatment of acyclovir-resistant mucocutaneous HSV infections in immunocompromised patients.|Antiviral Agents
Erlotinib|For the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of at least one prior chemotherapy regimen. Also for use, in combination with gemcitabine, as the first-line treatment of patients with locally advanced, unresectable or metastatic pancreatic cancer.|Protein Kinase Inhibitors
Cyclophosphamide|Cyclophosphamide is indicated for the treatment of malignant lymphomas, multiple myeloma, leukemias, mycosis fungoides (advanced disease), neuroblastoma (disseminated disease), adenocarcinoma of the ovary, retinoblastoma, and carcinoma of the breast. It is also indicated for the treatment of biopsy-proven minimal change nephrotic syndrome in pediatric patients. |Antirheumatic Agents
Chlormerodrin|Previously used as a diuretic. The radiolabeled form has been used as a diagnostic and research tool.|Diagnostic Agents
Cefdinir|For the treatment of the respiratory, skin, soft tissue, and ENT infections caused by <i>H. influenzae</i> (including b-lactamase producing strains), <i>H. parainfluenzae</i> (including b-lactamase producing strains), <i>S. pneumoniae</i> (penicillin-susceptible strains), <i>S. pyogenes</i>, <i>S. aureus</i> (including b-lactamase producing strains), and <i>M. catarrhalis</i>.|Anti-Bacterial Agents
Guanidine|For the reduction of the symptoms of muscle weakness and easy fatigability associated with the myasthenic syndrome of Eaton-Lambert. It is not indicated for treating myasthenia gravis.|function
Ciprofloxacin|For the treatment of the following infections caused by susceptible organisms: urinary tract infections, acute uncomplicated cystitis, chronic bacterial prostatitis, lower respiratory tract infections, acute sinusitis, skin and skin structure infections, bone and joint infections, complicated intra-abdominal infections (used in combination with metronidazole), infectious diarrhea, typhoid fever (enteric fever), uncomplicated cervical and urethral gonorrhea, and inhalational anthrax (post-exposure).|Anti-Infective Agents
Gadoversetamide|Gadoversetamide is an MRI contrast agent used for MRI diagnostic procedures to provide increased enhancement and visualization of lesions of the brain, spine and liver, including tumors.|Contrast Media
Toremifene|For the treatment of metastatic breast cancer in postmenopausal women with estrogen receptor-positive or receptor-unknown tumors. Toremifene is currently under investigation as a preventative agent for prostate cancer in men with high-grade prostatic intraepithelial neoplasia and no evidence of prostate cancer.|Antineoplastic Agents, Hormonal
Nortriptyline|For the treatment of depression, chronic pain, irritable bowel syndrome, sleep disorders, diabetic neuropathy, agitation and insomnia, and migraine prophylaxis.|Adrenergic Uptake Inhibitors
Vincristine|Treatment of acute lymphocytic leukemia (ALL), Hodgkin lymphoma, non-Hodgkin lymphomas, Wilms' tumor, neuroblastoma, rhabdomyosarcoma. Liposomal vincristine is indicated for the treatment of relapsed Philadelphia chromosome-negative (Ph-) acute lymphoblastic leukemia (ALL). |Antineoplastic Agents, Phytogenic
Benazepril|For the treatment of hypertension. It may be used alone or in combination with thiazide diuretics.|Angiotensin-Converting Enzyme Inhibitors
Amoxapine|For the relief of symptoms of depression in patients with neurotic or reactive depressive disorders as well as endogenous and psychotic depressions. May also be used to treat depression accompanied by anxiety or agitation.|Antidepressive Agents, Second-Generation
Fluorouracil|For the topical treatment of multiple actinic or solar keratoses. In the 5% strength it is also useful in the treatment of superficial basal cell carcinomas when conventional methods are impractical, such as with multiple lesions or difficult treatment sites. Fluorouracil injection is indicated in the palliative management of some types of cancer, including colon, esophageal, gastric, rectum, breast, biliary tract, stomach, head and neck, cervical, pancreas, renal cell, and carcinoid.|Immunosuppressive Agents
Pyridostigmine|For the treatment of myasthenia gravis.|Antimyasthenic Agents
Adinazolam|For the treatment of anxiety and status epilepticus.|Antidepressive Agents
Desoximetasone|For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.|component
Azelaic Acid|For the topical treatment of mild-to-moderate inflammatory acne vulgaris.|Antineoplastic Agents
Zafirlukast|For the prophylaxis and chronic treatment of asthma.|Anti-Asthmatic Agents
Propylthiouracil|Used to manage hyperthyroidism which is due to an overactive thyroid gland (Grave's disease).|Antimetabolites
Acetohydroxamic Acid|Used, in addition to antibiotics or medical procedures, to treat chronic urea-splitting urinary infections.|Enzyme Inhibitors
Pentostatin|For the treatment of hairy cell leukaemia refractory to alpha interferon.|Antineoplastic Agents
Methoxsalen|For the treatment of psoriasis and vitiligo|Photosensitizing Agents
Piroxicam|For treatment of osteoarthritis and rheumatoid arthritis.|Anti-Inflammatory Agents, Non-Steroidal
Lamotrigine|For the adjunctive treatment of partial seizures in epilepsy and generalized seizures of Lennox-Gastaut syndrome. Also for the maintenance treatment of bipolar I disorder and depression. |Anticonvulsants
Perflutren|Used as an ultrasound contrast imaging in cardiology and radiology.|Contrast Media
Hydroxyzine|For symptomatic relief of anxiety and tension associated with psychoneurosis and as an adjunct in organic disease states in which anxiety is manifested. Useful in the management of pruritus due to allergic conditions such as chronic urticaria.|Hypnotics and Sedatives
Zanamivir|For the prevention and treatment of influenza A and B.|Antiviral Agents
Bosentan|Used in the treatment of pulmonary arterial hypertension (PAH), to improve exercise ability and to decrease the rate of clinical worsening (in patients with WHO Class III or IV symptoms).|Antihypertensive Agents
Tigecycline|For the treatment of infections caused by susceptible strains of the designated microorganisms in the following conditions: Complicated skin and skin structure infections caused by <i>Escherichia coli</i>, <i>Enterococcus faecalis</i> (vancomycin-susceptible isolates only), <i>Staphylococcus aureus</i> (methicillin-susceptible and -resistant isolates), <i>Streptococcus agalactiae</i>, <i>Streptococcus anginosus</i> grp. (includes <i>S. anginosus</i>, <i>S. intermedius</i>, and <i>S. constellatus</i>), <i>Streptococcus pyogenes</i> and <i>Bacteroides fragilis</i>. Complicated intra-abdominal infections caused by <i>Citrobacter freundii</i>, <i>Enterobacter cloacae</i>, <i>Escherichia coli</i>, <i>Klebsiella oxytoca</i>, <i>Klebsiella pneumoniae</i>, <i>Enterococcus faecalis</i> (vancomycin-susceptible isolates only), <i>Staphylococcus aureus</i> (methicillin-susceptible isolates only), <i>Streptococcus anginosus</i> grp. (includes <i>S. anginosus</i>, <i>S. intermedius</i>, and <i>S. constellatus</i>), <i>Bacteroides fragilis</i>, <i>Bacteroides thetaiotaomicron</i>, <i>Bacteroides uniformis</i>, <i>Bacteroides vulgatus</i>, <i>Clostridium perfringens</i>, and <i>Peptostreptococcus micros</i>.|Anti-Bacterial Agents
Doxapram|For use as a temporary measure in hospitalized patients with acute respiratory insufficiency superimposed on chronic obstructive pulmonary disease.|component
Benzthiazide|For the treatment of high blood pressure and management of edema.|Stimulants
Methotrexate|Methotrexate is indicated in the treatment of gestational choriocarcinoma, chorioadenoma destruens and hydatidiform mole. In acute lymphocytic leukemia, methotrexate is indicated in the prophylaxis of meningeal leukemia and is used in maintenance therapy in combination with other chemotherapeutic agents.  Methotrexate is also indicated in the treatment of meningeal leukemia. Methotrexate is used alone or in combination with other anticancer agents in the treatment of breast cancer, epidermoid cancers of the head and neck, advanced mycosis fungoides (cutaneous T cell lymphoma), and lung cancer, particularly squamous cell and small cell types.  Methotrexate is also used in combination with other chemotherapeutic agents in the treatment of advanced stage non-Hodgkin’s lymphomas. Methotrexate is indicated in the symptomatic control of severe, recalcitrant, disabling psoriasis. Methotrexate is indicated in the management of selected adults with severe, active rheumatoid arthritis (ACR criteria), or children with active polyarticular-course juvenile rheumatoid arthritis. |Antirheumatic Agents
Carbamazepine|For the treatment of epilepsy and pain associated with true trigeminal neuralgia. |Anticonvulsants
Cisatracurium Besylate|For inpatients and outpatients as an adjunct to general anesthesia, to facilitate tracheal intubation, and to provide skeletal muscle relaxation during surgery or mechanical ventilation in the ICU.|Neuromuscular Blocking Agents
Succimer|For the treatment of lead poisoning in pediatric patients with blood lead levels above 45 &micro;g/dL. May also be used to treat mercury or arsenic poisoning.|Chelating Agents
Cephalexin|For the treatment of respiratory tract infections caused by <i>Streptococcus pneumoniae</i> and <i>Streptococcus pyogenes</i>; otitis media due to <i>Streptococcus pneumoniae</i>, <i>Haemophilus influenzae</i>, <i>Staphylococcus aureus</i>, <i>Streptococcus pyogenes</i>, and <i>Moraxella catarrhalis</i>; skin and skin structure infections caused by <i>Staphylococcus aureus</i> and/or <i>Streptococcus pyogenes</i>; bone infections caused by <i>Staphylococcus aureus</i> and/or <i>Proteus mirabilis</i>; genitourinary tract infections, including acute prostatitis, caused by <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, and <i>Klebsiella pneumoniae</i>.|Anti-Bacterial Agents
Cinnarizine|For the treatment of vertigo/meniere's disease, nausea and vomiting, motion sickness and also useful for vestibular symptoms of other origins.|component
Fondaparinux sodium|Approved for: (1) prophylaxis of VTE for up to one month post surgery in patients undergoing orthopedic surgery of the lower limbs such as hip fracture, hip replacement and knee surgery; (2) prophylaxis of VTE patients undergoing abdominal surgery who are at high risk of thromboembolic complications (e.g. patients undergoing abdominal cancer surgery); (3) treatment of acute DVT and PE; (4) management of UA and NSTEMI for the prevention of death and subsequent myocardial infarction (MI); and (5) management of STEMI for the prevention of death and myocardial reinfarction in patients who are managed with thrombolytics or who are initially to receive no form of reperfusion therapy. Fondaparinux should not be used as the sole anticoagulant during percutaneous coronary intervention (PCI) due to an increased risk of guiding catheter thrombosis. |Antithrombins
Vinblastine|For treatment of breast cancer, testicular cancer, lymphomas, neuroblastoma, Hodgkin's and non-Hodgkin's lymphomas, mycosis fungoides, histiocytosis, and Kaposi's sarcoma.|Antineoplastic Agents, Phytogenic
Propranolol|For the prophylaxis of migraine.|Antihypertensive Agents
Atropine|For the treatment of poisoning by susceptible organophosphorous nerve agents having cholinesterase activity as well as organophosphorous or carbamate insecticides.|Anti-Arrhythmia Agents
Fenoprofen|For relief of the signs and symptoms of rheumatoid arthritis and osteoarthritis. Also for the relief of mild to moderate pain.|Anti-Inflammatory Agents, Non-Steroidal
