hexylcaine|anesthetics, local|Used as a local anesthetic for surface application, infiltration or nerve block
methohexital|anesthetics, intravenous|Methohexital is indicated for use as an intravenous anaesthetic. It has also been commonly used to induce deep sedation.
chlordiazepoxide|anti-anxiety agents|For the management of anxiety disorders or for the short-term relief of symptoms of anxiety, withdrawal symptoms of acute alcoholism, and preoperative apprehension and anxiety.
duloxetine|component|For the acute and maintenance treatment of major depressive disorder (MDD), as well as acute management of generalized anxiety disorder. Also used for the management of neuropathic pain associated with diabetic peripheral neuropathy, and fibromyalgia. Has been used in the management of moderate to severe stress urinary incontinence (SUI) in women.
chlorpromazine|antipsychotic agents|For the treatment of schizophrenia, control nausea and vomiting, For relief of restlessness and apprehension before surgery, adjunct in the treatment of tetanus, control the manifestations of the manic type of manic-depressive illness.
rimantadine||For the prophylaxis and treatment of illness caused by various strains of influenza A virus in adults.
amikacin|anti-bacterial agents|For short-term treatment of serious infections due to susceptible strains of Gram-negative bacteria, including Pseudomonas species, Escherichia coli, species of indole-positive and indole-negative Proteus, Providencia species, Klebsiella-Enterobacter-Serratia species, and Acinetobacter (Mima-Herellea) species. Amikacin may also be used to treat Mycobacterium avium and Mycobacterium tuberculosis infections.
lenalidomide|antineoplastic agents|Lenalidomide is indicated for the treatment of multiple myeloma in combination with dexamethasone. It is also indicated for the treatment of patients with transfusion-dependent anemia due to low- or intermediate- risk myelodysplastic syndromes (MDS) associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities.
raloxifene|bone density conservation agents|For the prevention and treatment of osteoporosis in post-menopausal women, as well as prevention and treatment of corticosteroid-induced bone loss. Also for the reduction in the incidence of invasive breast cancer in postmenopausal women with osteoporosis or have a high risk for developing breast cancer.
celecoxib|function|For relief and management of osteoarthritis (OA), rheumatoid arthritis (RA), juvenile rheumatoid arthritis (JRA), ankylosing spondylitis, acute pain, primary dysmenorrhea and oral adjunct to usual care for patients with familial adenomatous polyposis
gallamine triethiodide|neuromuscular nondepolarizing agents|For use as adjuncts to anesthesia to induce skeletal muscle relaxation and to facilitate the management of patients undergoing mechanical ventilation
brimonidine|antihypertensive agents|The ophthalmic solution is indicated for patients with open-angle glaucoma or ocular hypertension to lower intraocular pressure. The topical gel is indicated for the treatment of persistent (nontransient) facial erythema of rosacea in adults 18 years or older. 
dicloxacillin|anti-bacterial agents|Used to treat infections caused by penicillinase-producing staphylococci which have demonstrated susceptibility to the drug.
nabilone|component|Used for the control of nausea and vomiting, caused by chemotherapeutic agents used in the treatment of cancer, in patients who have failed to respond adequately to conventional antiemetic treatments.
pefloxacin|nucleic acid synthesis inhibitors|For the treatment of uncomplicated gonococcal urethritis in males and for gram-negative-bacterial infections in the gastrointestinal system and the genitourinary tract.
altretamine|antineoplastic agents, alkylating|For use as a single agent in the palliative treatment of patients with persistent or recurrent ovarian cancer following first-line therapy with a cisplatin and/or alkylating agent-based combination.
sotalol|component|For the maintenance of normal sinus rhythm [delay in time to recurrence of atrial fibrillation/atrial flutter (AFIB/AFL)] in patients with symptomatic AFIB/AFL who are currently in sinus rhythm. Also for the treatment of documented life-threatening ventricular arrhythmias.
buspirone|anti-anxiety agents|For the management of anxiety disorders or the short-term relief of the symptoms of anxiety, and also as an augmention of SSRI-treatment against depression.
miglitol|function|For use as an adjunct to diet to improve glycemic control in patients with non-insulin-dependent diabetes mellitus (NIDDM) whose hyperglycemia cannot be managed with diet alone.
fosinopril|component|For treating mild to moderate hypertension, use as an adjunct in treating congestive heart failure, and may be used to slow the rate of progression of renal disease in hypertensive individuals with diabetes mellitus and microalbuminuria or overt nephropathy. 
cefotaxime|anti-bacterial agents|Used to treat gonorrhoea, meningitis, and severe infections including infections of the kidney (pyelonephritis) and urinary system. Also used before an operation to prevent infection after surgery.
entacapone|enzyme inhibitors|Used as an adjunct to levodopa / carbidopa in the symptomatic treatment of patients with idiopathic Parkinson's Disease who experience the signs and symptoms of end-of-dose "wearing-off".
zidovudine|anti-hiv agents|Used in combination with other antiretroviral agents for the treatment of human immunovirus (HIV) infections.
darifenacin|antispasmodic agents|For the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency and frequency.
oxycodone|analgesics, opioid|For the treatment of diarrhoea, pulmonary oedema and for the relief of moderate to moderately severe pain.
phenindione|anticoagulants|For the treatment of pulmonary embolism, cardiomyopathy, atrial fibrillation and flutter, cerebral embolism, mural thrombosis, and thrombophili. Also used for anticoagulant prophylaxis.
flutamide|antineoplastic agents, hormonal|For the management of locally confined Stage B2-C and Stage D2 metastatic carcinoma of the prostate
tolmetin|anti-inflammatory agents, non-steroidal|For the relief of signs and symptoms of rheumatoid arthritis and osteoarthritis, including the treatment of acute flares long-term management. Also for treatment of juvenile rheumatoid arthritis.
cimetidine|adjuvants|For the treatment and the management of acid-reflux disorders (GERD), peptic ulcer disease, heartburn, and acid indigestion.
haloperidol|antipsychotic agents|For the management of psychotic disorders (eg. schizophrenia) and delirium, as well as to control tics and vocal utterances of Tourette's syndrome (Gilles de la Tourette's syndrome). Also used for the treatment of severe behavioural problems in children with disrubtive behaviour disorder or ADHD (attention-deficit hyperactivity disorder). Haloperidol has been used in the prevention and control of severe nausea and vomiting.
ritonavir|function|Indicated in combination with other antiretroviral agents for the treatment of HIV-infection.
levallorphan|narcotic antagonists|For the complete or partial reversal of narcotic depression, including respiratory depression, induced by opioids.
nitazoxanide|antiparasitic agents|For the treatment of diarrhea in adults and children caused by the protozoa <i>Giardia lamblia</i> and for the treatment of diarrhea in children caused by the protozoa <i>Cryptosporidium parvum</i>.
triflupromazine|antipsychotic agents|Used mainly in the management of psychoses. Also used to control nausea and vomiting.
dextrothyroxine|hypolipidemic agents|Used to lower high cholesterol levels in the blood.
acetyldigitoxin|enzyme inhibitors|Used for fast digitalization in congestive heart failure.
vancomycin|anti-bacterial agents|For the treatment of serious or severe infections caused by susceptible strains of methicillin-resistant (beta-lactam-resistant) staphylococci.
aminocaproic acid|function|For use in the treatment of excessive postoperative bleeding.
dextromethorphan|antitussive agents|For treatment and relief of dry cough.
cisplatin|antineoplastic agents|For the treatment of metastatic testicular tumors, metastatic ovarian tumors and advanced bladder cancer.
bentoquatam|skin and mucous membrane agents|Used to prevent or reduce the severity of allergic contact dermatitis due to urushiol, the allergenic resin of poison ivy, poison oak, and poison sumac.
anisotropine methylbromide|muscarinic antagonists|For use in conjunction with antacids or histamine H<sub>2</sub>-receptor antagonists in the treatment of peptic ulcer, to reduce further gastric acid secretion and delay gastric emptying.
albendazole|component|For the treatment of parenchymal neurocysticercosis due to active lesions caused by larval forms of the pork tapeworm, <i>Taenia solium</i> and for the treatment of cystic hydatid disease of the liver, lung, and peritoneum, caused by the larval form of the dog tapeworm, <i>Echinococcus granulosus</i>.
trandolapril|angiotensin-converting enzyme inhibitors|For the treatment of mild to moderate hypertension, as an adjunct in the treatment of congestive heart failure (CHF), to improve survival following myocardial infarction (MI) in individuals who are hemodynamically stable and demonstrate symptoms of left ventricular systolic dysfunction or signs of CHF within a few days following acute MI, and to slow progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy. 
caspofungin|antifungal agents|For the treatment of esophageal candidiasis and invasive aspergillosis in patients who are refractory to or intolerant of other therapies.
carteolol|antihypertensive agents|For the treatment of intraocular hypertension and chronic open-angle glaucoma
alitretinoin|antineoplastic agents|For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.
metolazone|antihypertensive agents|For the treatment of hypertension, alone or in combination with other antihypertensive drugs of a different class.
tolnaftate|antifungal agents|Tolnaftate topical is used to treat skin infections such as athlete's foot, jock itch, and ringworm infections. Tolnaftate is also used, along with other antifungals, to treat infections of the nails, scalp, palms, and soles of the feet. The powder and powder aerosol may be used to prevent athlete's foot.
oxaliplatin|antineoplastic agents|Used in combination with infusional 5-FU/LV, is indicated for the treatment of advanced carcinoma of the colon or rectum and for adjuvant treatment of stage III colon cancer patients who have undergone complete resection of the primary tumor. 
cinchocaine|anesthetics, local|For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.
lercanidipine|antihypertensive agents|For the treatment of Hypertension, management of angina pectoris and Raynaud's syndrome
foscarnet|antiviral agents|For the treatment of CMV retinitis in patients with acquired immunodeficiency syndrome (AIDS) and for treatment of acyclovir-resistant mucocutaneous HSV infections in immunocompromised patients.
erlotinib|protein kinase inhibitors|For the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of at least one prior chemotherapy regimen. Also for use, in combination with gemcitabine, as the first-line treatment of patients with locally advanced, unresectable or metastatic pancreatic cancer.
cyclophosphamide|antirheumatic agents|Cyclophosphamide is indicated for the treatment of malignant lymphomas, multiple myeloma, leukemias, mycosis fungoides (advanced disease), neuroblastoma (disseminated disease), adenocarcinoma of the ovary, retinoblastoma, and carcinoma of the breast. It is also indicated for the treatment of biopsy-proven minimal change nephrotic syndrome in pediatric patients. 
chlormerodrin|diagnostic agents|Previously used as a diuretic. The radiolabeled form has been used as a diagnostic and research tool.
cefdinir|anti-bacterial agents|For the treatment of the respiratory, skin, soft tissue, and ENT infections caused by <i>H. influenzae</i> (including b-lactamase producing strains), <i>H. parainfluenzae</i> (including b-lactamase producing strains), <i>S. pneumoniae</i> (penicillin-susceptible strains), <i>S. pyogenes</i>, <i>S. aureus</i> (including b-lactamase producing strains), and <i>M. catarrhalis</i>.
guanidine|function|For the reduction of the symptoms of muscle weakness and easy fatigability associated with the myasthenic syndrome of Eaton-Lambert. It is not indicated for treating myasthenia gravis.
ciprofloxacin|anti-infective agents|For the treatment of the following infections caused by susceptible organisms: urinary tract infections, acute uncomplicated cystitis, chronic bacterial prostatitis, lower respiratory tract infections, acute sinusitis, skin and skin structure infections, bone and joint infections, complicated intra-abdominal infections (used in combination with metronidazole), infectious diarrhea, typhoid fever (enteric fever), uncomplicated cervical and urethral gonorrhea, and inhalational anthrax (post-exposure).
gadoversetamide|contrast media|Gadoversetamide is an MRI contrast agent used for MRI diagnostic procedures to provide increased enhancement and visualization of lesions of the brain, spine and liver, including tumors.
toremifene|antineoplastic agents, hormonal|For the treatment of metastatic breast cancer in postmenopausal women with estrogen receptor-positive or receptor-unknown tumors. Toremifene is currently under investigation as a preventative agent for prostate cancer in men with high-grade prostatic intraepithelial neoplasia and no evidence of prostate cancer.
nortriptyline|adrenergic uptake inhibitors|For the treatment of depression, chronic pain, irritable bowel syndrome, sleep disorders, diabetic neuropathy, agitation and insomnia, and migraine prophylaxis.
vincristine|antineoplastic agents, phytogenic|Treatment of acute lymphocytic leukemia (ALL), Hodgkin lymphoma, non-Hodgkin lymphomas, Wilms' tumor, neuroblastoma, rhabdomyosarcoma. Liposomal vincristine is indicated for the treatment of relapsed Philadelphia chromosome-negative (Ph-) acute lymphoblastic leukemia (ALL). 
benazepril|angiotensin-converting enzyme inhibitors|For the treatment of hypertension. It may be used alone or in combination with thiazide diuretics.
amoxapine|antidepressive agents, second-generation|For the relief of symptoms of depression in patients with neurotic or reactive depressive disorders as well as endogenous and psychotic depressions. May also be used to treat depression accompanied by anxiety or agitation.
fluorouracil|immunosuppressive agents|For the topical treatment of multiple actinic or solar keratoses. In the 5% strength it is also useful in the treatment of superficial basal cell carcinomas when conventional methods are impractical, such as with multiple lesions or difficult treatment sites. Fluorouracil injection is indicated in the palliative management of some types of cancer, including colon, esophageal, gastric, rectum, breast, biliary tract, stomach, head and neck, cervical, pancreas, renal cell, and carcinoid.
pyridostigmine|antimyasthenic agents|For the treatment of myasthenia gravis.
adinazolam|antidepressive agents|For the treatment of anxiety and status epilepticus.
desoximetasone|component|For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
azelaic acid|antineoplastic agents|For the topical treatment of mild-to-moderate inflammatory acne vulgaris.
zafirlukast|anti-asthmatic agents|For the prophylaxis and chronic treatment of asthma.
propylthiouracil|antimetabolites|Used to manage hyperthyroidism which is due to an overactive thyroid gland (Grave's disease).
acetohydroxamic acid|enzyme inhibitors|Used, in addition to antibiotics or medical procedures, to treat chronic urea-splitting urinary infections.
pentostatin|antineoplastic agents|For the treatment of hairy cell leukaemia refractory to alpha interferon.
methoxsalen|photosensitizing agents|For the treatment of psoriasis and vitiligo
piroxicam|anti-inflammatory agents, non-steroidal|For treatment of osteoarthritis and rheumatoid arthritis.
lamotrigine|anticonvulsants|For the adjunctive treatment of partial seizures in epilepsy and generalized seizures of Lennox-Gastaut syndrome. Also for the maintenance treatment of bipolar I disorder and depression. 
perflutren|contrast media|Used as an ultrasound contrast imaging in cardiology and radiology.
hydroxyzine|hypnotics and sedatives|For symptomatic relief of anxiety and tension associated with psychoneurosis and as an adjunct in organic disease states in which anxiety is manifested. Useful in the management of pruritus due to allergic conditions such as chronic urticaria.
zanamivir|antiviral agents|For the prevention and treatment of influenza A and B.
bosentan|antihypertensive agents|Used in the treatment of pulmonary arterial hypertension (PAH), to improve exercise ability and to decrease the rate of clinical worsening (in patients with WHO Class III or IV symptoms).
tigecycline|anti-bacterial agents|For the treatment of infections caused by susceptible strains of the designated microorganisms in the following conditions: Complicated skin and skin structure infections caused by <i>Escherichia coli</i>, <i>Enterococcus faecalis</i> (vancomycin-susceptible isolates only), <i>Staphylococcus aureus</i> (methicillin-susceptible and -resistant isolates), <i>Streptococcus agalactiae</i>, <i>Streptococcus anginosus</i> grp. (includes <i>S. anginosus</i>, <i>S. intermedius</i>, and <i>S. constellatus</i>), <i>Streptococcus pyogenes</i> and <i>Bacteroides fragilis</i>. Complicated intra-abdominal infections caused by <i>Citrobacter freundii</i>, <i>Enterobacter cloacae</i>, <i>Escherichia coli</i>, <i>Klebsiella oxytoca</i>, <i>Klebsiella pneumoniae</i>, <i>Enterococcus faecalis</i> (vancomycin-susceptible isolates only), <i>Staphylococcus aureus</i> (methicillin-susceptible isolates only), <i>Streptococcus anginosus</i> grp. (includes <i>S. anginosus</i>, <i>S. intermedius</i>, and <i>S. constellatus</i>), <i>Bacteroides fragilis</i>, <i>Bacteroides thetaiotaomicron</i>, <i>Bacteroides uniformis</i>, <i>Bacteroides vulgatus</i>, <i>Clostridium perfringens</i>, and <i>Peptostreptococcus micros</i>.
doxapram|component|For use as a temporary measure in hospitalized patients with acute respiratory insufficiency superimposed on chronic obstructive pulmonary disease.
benzthiazide|stimulants|For the treatment of high blood pressure and management of edema.
methotrexate|antirheumatic agents|Methotrexate is indicated in the treatment of gestational choriocarcinoma, chorioadenoma destruens and hydatidiform mole. In acute lymphocytic leukemia, methotrexate is indicated in the prophylaxis of meningeal leukemia and is used in maintenance therapy in combination with other chemotherapeutic agents.  Methotrexate is also indicated in the treatment of meningeal leukemia. Methotrexate is used alone or in combination with other anticancer agents in the treatment of breast cancer, epidermoid cancers of the head and neck, advanced mycosis fungoides (cutaneous T cell lymphoma), and lung cancer, particularly squamous cell and small cell types.  Methotrexate is also used in combination with other chemotherapeutic agents in the treatment of advanced stage non-Hodgkin’s lymphomas. Methotrexate is indicated in the symptomatic control of severe, recalcitrant, disabling psoriasis. Methotrexate is indicated in the management of selected adults with severe, active rheumatoid arthritis (ACR criteria), or children with active polyarticular-course juvenile rheumatoid arthritis. 
carbamazepine|anticonvulsants|For the treatment of epilepsy and pain associated with true trigeminal neuralgia. 
cisatracurium besylate|neuromuscular blocking agents|For inpatients and outpatients as an adjunct to general anesthesia, to facilitate tracheal intubation, and to provide skeletal muscle relaxation during surgery or mechanical ventilation in the ICU.
succimer|chelating agents|For the treatment of lead poisoning in pediatric patients with blood lead levels above 45 &micro;g/dL. May also be used to treat mercury or arsenic poisoning.
cephalexin|anti-bacterial agents|For the treatment of respiratory tract infections caused by <i>Streptococcus pneumoniae</i> and <i>Streptococcus pyogenes</i>; otitis media due to <i>Streptococcus pneumoniae</i>, <i>Haemophilus influenzae</i>, <i>Staphylococcus aureus</i>, <i>Streptococcus pyogenes</i>, and <i>Moraxella catarrhalis</i>; skin and skin structure infections caused by <i>Staphylococcus aureus</i> and/or <i>Streptococcus pyogenes</i>; bone infections caused by <i>Staphylococcus aureus</i> and/or <i>Proteus mirabilis</i>; genitourinary tract infections, including acute prostatitis, caused by <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, and <i>Klebsiella pneumoniae</i>.
cinnarizine|component|For the treatment of vertigo/meniere's disease, nausea and vomiting, motion sickness and also useful for vestibular symptoms of other origins.
fondaparinux sodium|antithrombins|Approved for: (1) prophylaxis of VTE for up to one month post surgery in patients undergoing orthopedic surgery of the lower limbs such as hip fracture, hip replacement and knee surgery; (2) prophylaxis of VTE patients undergoing abdominal surgery who are at high risk of thromboembolic complications (e.g. patients undergoing abdominal cancer surgery); (3) treatment of acute DVT and PE; (4) management of UA and NSTEMI for the prevention of death and subsequent myocardial infarction (MI); and (5) management of STEMI for the prevention of death and myocardial reinfarction in patients who are managed with thrombolytics or who are initially to receive no form of reperfusion therapy. Fondaparinux should not be used as the sole anticoagulant during percutaneous coronary intervention (PCI) due to an increased risk of guiding catheter thrombosis. 
vinblastine|antineoplastic agents, phytogenic|For treatment of breast cancer, testicular cancer, lymphomas, neuroblastoma, Hodgkin's and non-Hodgkin's lymphomas, mycosis fungoides, histiocytosis, and Kaposi's sarcoma.
propranolol|antihypertensive agents|For the prophylaxis of migraine.
atropine|anti-arrhythmia agents|For the treatment of poisoning by susceptible organophosphorous nerve agents having cholinesterase activity as well as organophosphorous or carbamate insecticides.
fenoprofen|anti-inflammatory agents, non-steroidal|For relief of the signs and symptoms of rheumatoid arthritis and osteoarthritis. Also for the relief of mild to moderate pain.
clonidine|antihypertensive agents|May be used as an adjunct in the treatment of hypertension, as an epidural infusion as an adjunct treatment in the management of severe cancer pain that is not relieved by opiate analgesics alone, for differential diagnosis of pheochromocytoma in hypertensive patients, prophylaxis of vascular migraine headaches, treatment of severe dysmenorrhea, management of vasomotor symptoms associated with menopause, rapid detoxification in the management of opiate withdrawal, treatment of alcohol withdrawal used in conjunction with benzodiazepines, management of nicotine dependence, topical use to reduce intraocular pressure in the treatment of open-angle and secondary glaucoma and hemorrhagic glaucoma associated with hypertension, and in the treatment of attention-deficit hyperactivity disorder (ADHD).
sulfamethizole|anti-infective agents|For the treatment of urinary tract infection
valaciclovir|antiviral agents|For the treatment or suppression of cold sores (herpes labialis), herpes zoster (shingles), genital herpes in immunocompetent individuals, and recurrent genital herpes in HIV-infected individuals.
carbenicillin|anti-bacterial agents|For the treatment of acute and chronic infections of the upper and lower urinary tract and in asymptomatic bacteriuria due to susceptible strains of bacteria.
mazindol|adrenergic uptake inhibitors|Used in short-term (a few weeks) treatment of exogenous obesity in conjunction with a regimen of weight reduction based on caloric restriction, exercise, and behavior modification in patients with a body mass index of 30 kg of body weight per height in meters squared (kg/m<sup>2</sup>) or in patients with a body mass index of 27 kg/m<sup>2</sup> in the presence of risk factors such as hypertension, diabetes, or hyperlipidemia.
lactulose|gastrointestinal agents|For the treatment of constipation and hepatic encephalopathy.
voriconazole|antifungal agents|For the treatment of esophageal candidiasis, invasive pulmonary aspergillosis, and serious fungal infections caused by <i>Scedosporium apiospermum</i> and <i>Fusarium</i> spp.
l-carnitine|vitamin b complex|For treatment of primary systemic carnitine deficiency, a genetic impairment of normal biosynthesis or utilization of levocarnitine from dietary sources, or for the treatment of secondary carnitine deficiency resulting from an inborn error of metabolism such as glutaric aciduria II, methyl malonic aciduria, propionic acidemia, and medium chain fatty acylCoA dehydrogenase deficiency. Used therapeutically to stimulate gastric and pancreatic secretions and in the treatment of hyperlipoproteinemias. Parenteral levocarnitine is indicated for the prevention and treatment of carnitine deficiency in patients with end-stage renal disease.
enalapril|angiotensin-converting enzyme inhibitors|For the treatment of essential or renovascular hypertension and symptomatic congestive heart failure. It may be used alone or in combination with thiazide diuretics.
nizatidine|anti-ulcer agents|For the treatment of acid-reflux disorders (GERD), peptic ulcer disease, active benign gastric ulcer, and active duodenal ulcer.
diclofenac|anti-inflammatory agents, non-steroidal|For the acute and chronic treatment of signs and symptoms of osteoarthritis and rheumatoid arthritis.
cinalukast|anti-arrhythmia agents|For Protection against second- phase inflamation in exercise-induced bronchoconstriction and Asthma.
fluticasone propionate|component|Fluticasone propionate, a medium-potency synthetic corticosteroid, is used topically to relieve inflammatory and pruritic symptoms of dermatoses and psoriasis, intranasally to manage symptoms of allergic and non-allergic rhinitis, and orally for the maintenance treatment of asthma as prophylactic therapy and for patients requiring oral corticosteroid therapy for asthma.
lisuride|antiparkinson agents|For the management of Parkinson's Disease
doxazosin|antihypertensive agents|For treatment and management of mild to moderate hypertension and urinary obstruction symptoms caused by BPH.
fluocinolone acetonide|anti-inflammatory agents|For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses. Also for the treatment of chronic non-infectious uveitis affecting the posterior segment of the eye (Retisert).
piperazine|antinematodal agents|Used as alternative treatment for ascariasis caused by <i>Ascaris lumbricoides</i> (roundworm) and enterobiasis (oxyuriasis) caused by <i>Enterobius vermicularis</i> (pinworm). It is also used to treat partial intestinal obstruction by the common roundworm, a condition primarily occurring in children.
ethosuximide|anticonvulsants|For the treatment of petit mal epilepsy.
amiloride|diuretics|For use as adjunctive treatment with thiazide diuretics or other kaliuretic-diuretic agents in congestive heart failure or hypertension.
oxytetracycline|tetracyclines|Oxytetracycline is indicated for treatment of infections caused by a variety of Gram positive and Gram negative microorganisms including <i>Mycoplasma pneumoniae, Pasteurella pestis, Escherichia coli, Haemophilus influenzae</i> (respiratory infections), and <i>Diplococcus pneumoniae</i>.
halobetasol propionate|component|For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
gadoteridol|contrast media|Gadoteridol is an MRI contrast agent used for contrast enhancement of the brain, spine and surrounding tissues resulting in improved visualization (compared with unenhanced MRI) of lesions with abnormal vascularity or those thought to cause a disruption of the normal blood brain barrier. Gadoteridol can also be used for whole body contrast enhanced MRI including the head, neck, liver, breast, musculoskeletal system and soft tissue pathologies.
labetalol|antihypertensive agents|For the management of hypertension (alone or in combination with other classes of antihypertensive agents), as well as chronic stable angina pectoris and sympathetic overactivity syndrome associated with severe tetanus. Labetalol is used parenterally for immediate reduction in blood pressure in severe hypertension or in hypertensive crises when considered an emergency, for the control of blood pressure in patients with pheochromocytoma and pregnant women with preeclampsia, and to produce controlled hypotension during anesthesia to reduce bleeding resulting from surgical procedures.
thiopental|hypnotics and sedatives|For use as the sole anesthetic agent for brief (15 minute) procedures, for induction of anesthesia prior to administration of other anesthetic agents, to supplement regional anesthesia, to provide hypnosis during balanced anesthesia with other agents for analgesia or muscle relaxation, for the control of convulsive states during or following inhalation anesthesia or local anesthesia, in neurosurgical patients with increased intracranial pressure, and for narcoanalysis and narcosynthesis in psychiatric disorders.
monobenzone|dermatologic agents|Used topically to treat the loss of skin color (vitiligo).
linezolid|anti-bacterial agents|For the treatment of bacterial infections caused by susceptible strains of vancomycin resistant <i>Enterococcus faecium</i>, <i>Staphylococcal aureus</i> (methicillin resistant and susceptible strains), <i>Streptococcus pneumoniae</i>, <i>Streptococcus pyogenes</i>, <i>Streptococcus agalactiae</i>.
ivermectin|insecticides|For the treatment of intestinal (i.e., nondisseminated) strongyloidiasis due to the nematode parasite <i>Strongyloides stercoralis</i>. Also for the treatment of onchocerciasis (river blindness) due to the nematode parasite <i>Onchocerca volvulus</i>. Can be used to treat scabies caused by <i>Sarcoptes scabiei</i>.
medroxyprogesterone acetate|antineoplastic agents, hormonal|Used as a contraceptive and to treat secondary amenorrhea, abnormal uterine bleeding, pain associated with endometriosis, endometrial and renal cell carcinomas, paraphilia in males, GnRH-dependent forms of precocious puberty, as well as to prevent endometrial changes associated with estrogens.
cisapride|serotonin receptor agonists|For the symptomatic treatment of adult patients with nocturnal heartburn due to gastroesophageal reflux disease.
sulindac|anti-inflammatory agents, non-steroidal|For acute or long-term use in the relief of signs and symptoms of osteoarthritis, rheumatoid arthritis, ankylosing spondylitis, acute painful shoulder (acute subacromial bursitis/supraspinatus tendinitis), and acute gouty arthritis.
cyclothiazide|antihypertensive agents|Cyclothiazide is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. It is also indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effectiveness of other antihypertensive drugs in the more severe forms of hypertension.
nafcillin|anti-bacterial agents|For the treatment of infections caused by penicillinase-producing staphylococci which have demonstrated susceptibility to the drugs.
chloroquine|antirheumatic agents|For the suppressive treatment and for acute attacks of malaria due to P. vivax, P.malariae, P. ovale, and susceptible strains of P. falciparum, Second-line agent in treatment of Rheumatoid Arthritis
ethionamide|antitubercular agents|For use in the treatment of pulmonary and extrapulmonary tuberculosis when other antitubercular drugs have failed.
metaraminol|vasoconstrictor agents|For the treatment and prevention of hypotension due to hemorrhage, spinal anesthesia, and shock associated with brain damage
butorphanol|analgesics, opioid|For the relief of moderate to severe pain.
bisoprolol|antihypertensive agents|For management of heart failure, angina pectoris, and mild to moderate hypertension and for secondary prevention of myocardial infarction (MI). 
amodiaquine|function|For treatment of acute malarial attacks in non-immune subjects.
furazolidone|anti-infective agents, local|For the specific and symptomatic treatment of bacterial or protozoal diarrhea and enteritis caused by susceptible organisms.
rifabutin|anti-bacterial agents|For the prevention of disseminated <i>Mycobacterium avium</i> complex (MAC) disease in patients with advanced HIV infection.
candoxatril|prodrugs|For treatment of hypertension, improve exercise capacity in patients with CHF receiving angiotensin converting enzyme inhibition.
paramethadione|component|Used for the control of absence (petit mal) seizures that are refractory to treatment with other medications.
demeclocycline|anti-bacterial agents|Used primarily to treat Lyme disease, acne, and bronchitis. Also indicated (but rarely used) to treat urinary tract infections, gum disease, malaria, and other bacterial infections such as gonorrhea and chlamydia. One of its other registered uses is the treatment of hyponatremia (low blood sodium concentration) due to the syndrome of inappropriate antidiuretic hormone (SIADH) where fluid restriction alone has been ineffective. 
imatinib|antineoplastic agents|For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).
triamcinolone|anti-inflammatory agents|For the treatment of perennial and seasonal allergic rhinitis.
oxandrolone|anabolic agents|Use to promote weight gain after weight loss following extensive surgery.
nicardipine|antihypertensive agents|Used for the management of patients with chronic stable angina and for the treatment of hypertension.
fluphenazine|antipsychotic agents|For management of manifestations of psychotic disorders.
testosterone|androgens|To be used as hormone replacement or substitution of diminished or absent endogenous testosterone. Use in males: For management of congenital or acquired hypogonadism, hypogonadism associated with HIV infection, and male climacteric (andopause). Use in females: For palliative treatment of androgen-responsive, advanced, inoperable, metastatis (skeletal) carcinoma of the breast  in women who are 1-5 years postmenopausal; testosterone esters may be used in combination with estrogens in the management of moderate to severe vasomotor symptoms associated with menopause in women who do not respond to adequately to estrogen therapy alone.
efavirenz|anti-hiv agents|For use in combination treatment of HIV infection (AIDS)
bacitracin|function|For the treatment of infants with pneumonia and empyema caused by staphylococci shown to be susceptible to the drug. Also used in ointment form for topical treatment of a variety of localized skin and eye infections, as well as for the prevention of wound infections. Used against gram positive bacteria. Bacitracin is also used as an inhibitor of proteases and other enzymes. However, specific activity of bactracin's inhibition of protein disulfide isomerase has been called into question. 
niacin|vitamin b complex|For the treatment of type IV and V hyperlipidemia. It is indicated as ajunctive therapy.
clorazepate|component|For the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Also used as adjunctive therapy in the management of partial seizures and for the symptomatic relief of acute alcohol withdrawal.
guanabenz|antihypertensive agents|For management of High blood pressure
alendronate|bone density conservation agents|For the treatment and prevention of osteoporosis in women and Paget's disease of bone in both men and women.
